Артикул;ID KIT;Найден у поставщика;Москва;Владивосток;Фото;Характеристики
00146036;302270;да;12;1;1;8
11104073;302269;да;0;1;1;4
11078540;302268;да;4;6;1;5
11107136;302267;да;0;1;1;5
11070233;302266;да;2;0;1;5
11068499;302265;да;0;1;1;5
11059670;302264;да;2;2;1;5
11050730;302263;да;0;1;1;6
11042264;302262;да;6;6;1;5
00123435;302261;да;0;1;1;6
11038602;302260;да;0;1;1;14
11038010;302259;да;0;1;1;11
11036002;302258;да;0;1;1;5
00122217;302257;да;6;6;1;5
11012394;302256;да;6;0;1;5
00112402;302255;да;3;3;1;10
00156767;302254;нет;0;0;1;0
11004106;302253;да;1;2;1;5
00156768;302252;да;3;0;1;8
00107728;302251;да;6;6;1;4
00097512;302250;да;0;1;1;5
00097511;302249;да;0;1;1;5
00085919;302248;нет;0;0;1;0
00074207;302247;да;0;1;1;6
00074099;302246;да;0;1;1;5
00074007;302245;да;0;1;1;7
00073879;302244;да;0;1;1;5
00073803;302243;да;0;1;1;5
00073724;302242;да;0;1;1;6
11122848;302241;да;0;1;1;5
00073377;302240;да;0;1;1;5
00159112;302239;да;1;2;1;6
00072231;302238;да;2;0;1;5
00159113;302237;да;6;0;1;7
00042720;302236;да;0;1;1;4
00041073;302235;да;0;4;1;4
00159242;302234;да;5;10;1;6
00037932;302233;да;0;1;1;5
00159244;302232;да;1;2;1;6
11150292;302231;да;2;8;1;5
00034670;302230;да;0;1;1;5
11172107;302229;да;0;1;1;4
00032163;302228;да;6;0;1;6
11262764;302227;да;0;1;1;4
00030649;302226;да;4;8;1;5
40844;302225;да;20;25;1;5
11304974;302224;нет;0;0;1;0
40175;302223;да;1;0;1;7
11349450;302222;да;0;1;1;5
28857;302221;да;0;9;1;5
26948;302220;да;6;6;1;4
11388694;302219;да;1;2;1;5
00016807;302218;да;0;1;1;6
00179834;302217;нет;0;0;1;0
00016774;302216;да;0;3;1;6
00016773;302215;да;0;8;1;5
00016589;302214;да;2;0;1;6
11393928;302213;да;0;1;1;5
00011774;302212;да;1;0;1;5
00181141;302211;да;0;1;1;5
00011771;302210;да;4;0;1;5
11450037;302209;да;0;4;1;3
00011558;302208;да;6;6;1;6
00010718;302207;да;0;1;1;6
00010393;302206;да;0;1;1;14
00010359;302205;да;0;11;1;4
00009307;302204;да;5;0;1;5
00008900;302203;да;2;4;1;6
00007838;302202;да;4;4;1;7
00007311;302201;да;0;4;1;7
00006628;302200;да;1;1;1;11
00006625;302199;да;3;7;1;11
11452076;302198;да;1;0;1;4
00006623;302197;да;1;2;1;6
11452128;302196;да;0;7;1;5
00006495;302195;да;0;2;1;5
00005880;302194;да;0;1;1;5
11452194;302193;да;2;1;1;3
00004972;302192;да;3;5;1;11
11452195;302191;да;3;1;1;3
00004970;302190;да;1;3;1;12
00004943;302189;да;0;2;1;7
11452253;302188;да;1;1;1;4
00004926;302187;да;2;1;1;10
11452254;302186;да;1;2;1;3
00004925;302185;да;1;1;1;7
11452268;302184;да;1;3;1;4
00004151;302183;нет;0;0;1;0
00003162;302182;да;1;1;1;7
11452275;302181;да;1;1;1;4
00002882;302180;нет;0;0;1;0
00188041;302179;да;0;1;1;3
00002877;302178;да;4;1;1;7
00188042;302177;да;0;1;1;3
00002875;302176;да;4;4;1;8
00188102;302175;да;0;1;1;4
00003899;302174;да;1;5;1;7
00003852;302173;да;0;1;1;4
00188146;302172;нет;0;0;1;0
00189600;302171;да;71;0;1;6
00188152;302170;да;0;2;1;3
00189191;302169;да;0;10;1;16
11252194;302168;да;364;17;1;19
00188319;302167;да;0;1;1;4
11252193;302166;да;10;16;1;21
11252190;302165;да;2;4;1;19
00188324;302164;да;0;3;1;3
11252189;302163;да;11;8;1;19
00188376;302162;да;1;1;1;4
00188575;302161;да;1;8;1;3
00193317;302160;да;1;0;1;6
00188754;302159;да;2;5;1;3
00193304;302158;да;2;3;1;6
00188756;302157;да;0;1;1;4
00193303;302156;да;1;2;1;6
11550209;302155;да;1;0;1;7
00196874;302154;да;2;0;1;5
00184247;302153;да;8;8;1;7
00182597;302152;нет;0;0;1;0
00197294;302151;да;29;11;1;7
00197293;302150;да;2;3;1;8
00197292;302149;да;4;0;1;8
00184018;302148;да;20;18;1;9
00182112;302147;да;54;48;1;12
00176253;302146;нет;0;0;1;0
00197349;302145;да;1;0;1;8
00189598;302144;да;67;6;1;6
00190350;302143;да;1;4;1;4
00120280;302142;нет;0;0;1;0
00190351;302141;нет;0;0;1;0
00120278;302140;нет;0;0;1;0
00190428;302139;да;0;1;1;6
00182837;302138;да;53;1;1;12
00191253;302137;да;0;2;1;4
11252197;302136;да;19;14;1;10
00191847;302135;да;0;1;1;5
00117140;302134;да;106;48;1;9
00191854;302133;да;1;1;1;4
00192281;302132;да;1;1;1;3
00200818;302131;да;1;0;1;6
00197550;302130;да;3;5;1;11
11559656;302129;да;0;1;1;3
00197549;302128;да;5;6;1;10
00192077;302127;да;1;0;1;10
00182306;302126;да;1;1;1;7
00182305;302125;да;2;1;1;8
00138262;302124;да;1;0;1;9
00133909;302123;да;1;1;1;6
11595110;302122;нет;0;0;1;0
00198679;302121;да;1;1;1;13
00197300;302120;да;25;18;1;13
00197299;302119;да;10;9;1;13
00181422;302118;да;2;2;1;13
00181421;302117;да;2;2;1;13
11595347;302116;нет;0;0;1;0
00184016;302115;да;2;1;1;12
11252184;302114;да;9;8;1;13
00197312;302113;да;1;3;1;18
11595528;302112;да;0;1;1;6
00197311;302111;да;11;9;1;16
00183103;302110;да;5;8;1;12
00183102;302109;нет;0;0;1;0
00183101;302108;да;1;0;1;12
00183100;302107;да;23;10;1;12
00183097;302106;да;3;0;1;12
00183096;302105;да;9;2;1;12
00183095;302104;да;4;0;1;12
00183094;302103;нет;0;0;1;0
00183093;302102;да;1;0;1;12
00145571;302101;да;2;0;1;14
00106964;302100;да;1;3;1;15
00183131;302099;да;20;7;1;12
00201319;302098;да;3;0;1;23
00201318;302097;да;4;0;1;22
11595785;302096;да;0;1;1;6
00201317;302095;да;4;0;1;22
11595851;302094;да;3;5;1;6
00201316;302093;нет;0;0;1;0
11597842;302092;нет;0;0;1;0
00201315;302091;нет;0;0;1;0
11597856;302090;да;0;2;1;7
00201314;302089;да;6;0;1;20
00201313;302088;да;6;0;1;20
00201312;302087;да;4;0;1;22
00201311;302086;да;2;0;1;21
00201309;302085;да;2;0;1;21
00201308;302084;да;2;2;1;23
00201307;302083;да;1;0;1;22
00201306;302082;да;1;2;1;21
11607610;302081;да;0;1;1;6
00201305;302080;да;0;2;1;21
00201304;302079;да;1;2;1;22
11607660;302078;да;1;1;1;6
00201303;302077;нет;0;0;1;0
00201302;302076;да;2;2;1;21
00201301;302075;да;2;2;1;21
00201300;302074;да;2;2;1;22
00201265;302073;да;8;12;1;22
11607734;302072;нет;0;0;1;0
00201264;302071;да;5;8;1;22
11607929;302070;да;1;1;1;7
11607944;302069;да;4;3;1;6
00201262;302068;да;1;1;1;19
00201261;302067;да;6;12;1;19
00201260;302066;да;8;8;1;19
00201259;302065;да;8;12;1;19
00201258;302064;нет;0;0;1;0
00201257;302063;да;18;0;1;19
00201256;302062;да;17;0;1;19
00201255;302061;да;2;0;1;22
00201254;302060;да;2;2;1;21
00201253;302059;да;4;0;1;23
00201252;302058;да;6;4;1;22
11608141;302057;да;0;1;1;7
00201251;302056;да;3;6;1;22
00201250;302055;да;10;2;1;21
00201359;302054;да;0;3;1;2
00201248;302053;да;8;0;1;18
00201247;302052;нет;0;0;1;0
00016759;302051;да;0;3;1;5
00201246;302050;нет;0;0;1;0
00201245;302049;да;10;0;1;18
27423;302048;да;0;1;1;7
00201244;302047;да;8;0;1;18
00201243;302046;да;1;0;1;21
00201242;302045;да;4;0;1;18
00201241;302044;да;3;0;1;18
00200545;302043;да;2;1;1;22
00199682;302042;да;1;0;1;22
00045818;302041;да;2;10;1;5
00199680;302040;да;1;0;1;22
00058051;302039;да;0;1;1;5
00199676;302038;да;1;0;1;17
00065216;302037;да;12;20;1;5
00199448;302036;да;4;1;1;22
00068411;302035;да;4;13;1;5
00198988;302034;да;1;0;1;22
00198987;302033;нет;0;0;1;0
00069056;302032;да;4;4;1;5
00196133;302031;нет;0;0;1;0
00194251;302030;да;3;0;1;26
00107731;302029;да;6;0;1;5
00193202;302028;да;2;2;1;25
11022984;302027;да;1;2;1;5
00193201;302026;да;2;4;1;26
11031320;302025;да;1;10;1;5
11043047;302024;да;0;1;1;6
00193188;302023;да;4;0;1;25
11058360;302022;да;1;3;1;5
00189673;302021;да;1;0;1;26
11067481;302020;да;0;1;1;5
00184407;302019;да;1;0;1;28
11067482;302018;да;0;1;1;5
00184405;302017;да;7;0;1;25
11067483;302016;да;0;1;1;5
00184403;302015;да;2;2;1;25
00184402;302014;да;4;0;1;25
11077452;302013;да;0;2;1;5
00184401;302012;да;11;6;1;25
11086781;302011;да;12;12;1;5
00184400;302010;да;4;5;1;25
11092918;302009;нет;0;0;1;0
00184398;302008;да;0;2;1;26
00184397;302007;да;9;8;1;24
00159518;302006;нет;0;0;1;0
00184396;302005;да;1;0;1;24
00159527;302004;да;1;1;1;5
00184395;302003;да;7;1;1;24
11159063;302002;нет;0;0;1;0
00184394;302001;нет;0;0;1;0
00184392;302000;да;8;7;1;25
00163169;301999;да;4;8;1;5
00184389;301998;да;2;0;1;28
11356478;301997;да;0;1;1;5
00182010;301996;да;1;0;1;25
00182009;301995;да;1;0;1;24
00182008;301994;да;2;0;1;25
11432135;301993;да;0;1;1;4
00178242;301992;да;0;20;1;21
00184477;301991;да;0;1;1;6
00200294;301990;нет;0;0;1;0
11450121;301989;нет;0;0;1;0
00182216;301988;да;0;1;1;6
11452064;301987;да;2;5;1;4
00161751;301986;нет;0;0;1;0
11452065;301985;да;2;3;1;4
00161750;301984;нет;0;0;1;0
11452129;301983;да;7;3;1;4
11452130;301982;да;11;4;1;4
00153135;301981;да;0;3;1;10
11452192;301980;да;3;7;1;4
00153129;301979;да;1;4;1;9
11452193;301978;да;4;6;1;4
00202054;301977;да;3;4;1;18
11452250;301976;да;2;7;1;4
00202053;301975;да;5;2;1;17
11452252;301974;да;3;4;1;4
00202052;301973;да;6;4;1;15
11452269;301972;да;3;5;1;4
00202051;301971;да;4;2;1;14
00202050;301970;да;1;1;1;14
00202049;301969;да;5;5;1;18
00188137;301968;да;2;6;1;4
00202048;301967;да;3;3;1;17
00202045;301966;да;10;10;1;18
00202044;301965;да;46;20;1;16
00200162;301964;да;7;5;1;15
00188171;301963;да;0;1;1;4
00200161;301962;да;19;8;1;15
00188226;301961;да;1;3;1;4
00200160;301960;да;8;4;1;11
00200159;301959;да;6;4;1;14
00200157;301958;да;6;4;1;15
00199064;301957;да;0;24;1;16
00188248;301956;да;1;1;1;3
00198965;301955;да;5;9;1;16
00198961;301954;да;29;20;1;16
00198951;301953;да;31;20;1;15
00188298;301952;да;1;1;1;3
00198944;301951;да;10;23;1;13
00198943;301950;да;15;20;1;13
00188327;301949;да;0;8;1;4
00198936;301948;да;10;7;1;16
00188573;301947;нет;0;0;1;0
00198935;301946;да;10;5;1;16
00188574;301945;да;1;7;1;4
00198934;301944;да;6;10;1;15
00188759;301943;да;1;4;1;4
00198933;301942;да;18;18;1;16
00198932;301941;да;22;25;1;14
00198929;301940;да;6;5;1;15
00198926;301939;да;26;20;1;16
00198923;301938;да;15;10;1;15
00198917;301937;да;5;5;1;15
00198916;301936;да;21;20;1;14
00198912;301935;да;26;0;1;14
00198911;301934;да;26;25;1;15
00198909;301933;да;10;5;1;16
00197336;301932;да;1;0;1;16
00197333;301931;да;7;6;1;17
00197332;301930;да;8;0;1;16
00197331;301929;нет;0;0;1;0
11559831;301928;да;0;1;1;3
00197330;301927;да;5;5;1;15
11559844;301926;да;0;2;1;3
00197329;301925;да;22;5;1;16
11562372;301924;да;0;1;1;3
00197328;301923;да;26;8;1;16
00197327;301922;да;25;10;1;16
00197326;301921;да;25;10;1;18
00194170;301920;да;8;8;1;21
00185162;301919;да;2;1;1;21
00185160;301918;да;50;5;1;20
11595387;301917;да;1;2;1;7
00182569;301916;да;0;21;1;22
00178243;301915;да;66;1;1;19
11607624;301914;да;2;3;1;5
00177292;301913;да;91;69;1;19
00177139;301912;да;29;18;1;22
11607914;301911;да;3;5;1;4
00117876;301910;да;10;18;1;17
00006524;301909;нет;0;0;1;0
11589486;301908;нет;0;0;1;0
29750;301907;нет;0;0;1;0
00172473;301906;да;5;3;1;25
40297;301905;да;0;1;1;9
11589265;301904;да;0;1;1;55
00034969;301903;нет;0;0;1;0
00039795;301902;да;1;0;1;5
11541949;301901;нет;0;0;1;0
00042981;301900;да;0;1;1;6
00183973;301899;да;0;1;1;46
00065657;301898;да;0;1;1;5
00025018;301897;да;0;1;1;6
00180158;301896;да;7;4;1;53
00178099;301895;да;1;0;1;53
00082113;301894;да;2;5;1;5
00175655;301893;да;3;2;1;47
00172471;301892;да;3;2;1;37
00094116;301891;да;0;1;1;5
00172470;301890;да;0;1;1;40
00107788;301889;нет;0;0;1;0
00172464;301888;да;5;5;1;53
00114137;301887;да;0;1;1;2
00172462;301886;да;17;13;1;50
00121772;301885;да;1;1;1;6
00172461;301884;да;3;2;1;47
00162565;301883;да;5;2;1;61
11051018;301882;да;19;24;1;5
00197465;301881;нет;0;0;1;0
11065015;301880;да;0;1;1;5
00197464;301879;да;0;53;1;25
11072801;301878;да;9;25;1;5
11589481;301877;да;6;3;1;31
11589480;301876;да;11;7;1;24
11589478;301875;да;13;12;1;31
11589477;301874;да;17;4;1;24
11589475;301873;да;9;6;1;31
11589474;301872;да;2;2;1;31
11106032;301871;нет;0;0;1;0
11589470;301870;да;3;5;1;31
11589468;301869;нет;0;0;1;0
00192406;301868;да;33;21;1;30
11541942;301867;да;6;3;1;18
00175660;301866;да;2;2;1;26
11122571;301865;да;0;2;1;2
00174316;301864;да;3;2;1;22
00174315;301863;да;0;1;1;20
11135728;301862;да;0;1;1;5
00174313;301861;да;17;5;1;21
00172485;301860;да;2;1;1;23
00172484;301859;да;0;3;1;24
00159467;301858;нет;0;0;1;0
00172481;301857;да;2;2;1;29
00172480;301856;да;10;10;1;24
11143212;301855;да;3;6;1;5
00172478;301854;да;1;0;1;22
11147923;301853;да;1;2;1;5
00172476;301852;нет;0;0;1;0
00172475;301851;нет;0;0;1;0
00165544;301850;да;9;5;1;6
00172474;301849;да;3;2;1;26
11229154;301848;да;0;1;1;6
00180161;301847;да;1;0;1;43
11262240;301846;да;1;3;1;7
11275678;301845;нет;0;0;1;0
00175657;301844;да;2;0;1;29
11323624;301843;да;0;1;1;5
11392899;301842;да;1;0;1;5
11450082;301841;да;3;1;1;4
00172486;301840;да;3;1;1;25
00197338;301839;да;2;0;1;42
11450099;301838;да;1;2;1;3
00182004;301837;да;1;0;1;41
00182003;301836;да;3;2;1;43
00182002;301835;да;2;1;1;42
00201837;301834;нет;0;0;1;0
00201832;301833;нет;0;0;1;0
00200631;301832;нет;0;0;1;0
00200625;301831;нет;0;0;1;0
00200260;301830;нет;0;0;1;0
00200258;301829;нет;0;0;1;0
00200257;301828;нет;0;0;1;0
00200253;301827;нет;0;0;1;0
00200250;301826;нет;0;0;1;0
11452090;301825;да;1;0;1;3
11589259;301824;да;5;6;1;40
00192131;301823;нет;0;0;1;0
11452094;301822;нет;0;0;1;0
00192123;301821;да;11;8;1;35
11541938;301820;нет;0;0;1;0
11541937;301819;да;13;8;1;37
11541935;301818;да;3;1;1;38
11541934;301817;нет;0;0;1;0
11541932;301816;да;2;1;1;40
11452150;301815;да;2;1;1;3
00189175;301814;да;0;2;1;33
00185790;301813;да;37;14;1;38
00178984;301812;да;7;4;1;38
11452181;301811;нет;0;0;1;0
00172459;301810;да;4;3;1;36
11452206;301809;да;0;3;1;3
00172456;301808;да;7;4;1;40
11452209;301807;да;2;4;1;3
00168350;301806;да;7;8;1;41
00180898;301805;нет;0;0;1;0
00180897;301804;нет;0;0;1;0
00180896;301803;нет;0;0;1;0
00176683;301802;нет;0;0;1;0
00188181;301801;да;1;1;1;3
00200934;301800;нет;0;0;1;0
00188256;301799;да;0;3;1;3
00198399;301798;нет;0;0;1;0
00198398;301797;да;2;0;1;12
00188259;301796;да;2;2;1;3
00198396;301795;нет;0;0;1;0
00198394;301794;да;7;0;1;12
00188716;301793;да;1;1;1;3
00198393;301792;да;17;15;1;12
00198392;301791;нет;0;0;1;0
00198391;301790;нет;0;0;1;0
00198390;301789;да;3;0;1;12
00198389;301788;да;4;1;1;12
00198388;301787;да;1;2;1;12
00198387;301786;да;4;0;1;11
00198386;301785;да;6;0;1;11
00197906;301784;нет;0;0;1;0
00179491;301783;да;5;0;1;19
00179490;301782;нет;0;0;1;0
00191245;301781;да;0;1;1;4
00179486;301780;да;2;1;1;19
00191850;301779;да;0;1;1;3
00179485;301778;нет;0;0;1;0
00179483;301777;да;6;0;1;19
00120317;301776;да;2;2;1;11
00120316;301775;да;4;0;1;11
00120315;301774;да;6;2;1;12
00120312;301773;да;38;30;1;19
00192549;301772;да;0;4;1;2
00120311;301771;да;107;63;1;21
00120310;301770;да;2;2;1;23
00192554;301769;да;0;1;1;2
11558834;301768;да;0;2;1;2
00030301;301767;да;4;6;1;19
11558836;301766;да;0;1;1;2
00030300;301765;да;0;2;1;19
00101033;301764;нет;0;0;1;0
11561750;301763;да;0;1;1;3
00165345;301762;нет;0;0;1;0
00162241;301761;да;4;2;1;23
00162240;301760;да;0;2;1;24
00162239;301759;да;3;2;1;23
00194132;301758;да;1;2;1;12
00186951;301757;нет;0;0;1;0
00185309;301756;да;4;2;1;5
11595611;301755;нет;0;0;1;0
00185308;301754;да;11;1;1;5
00190382;301753;да;0;1;1;6
00162242;301752;да;2;2;1;9
11595823;301751;да;1;1;1;7
00153115;301750;нет;0;0;1;0
11595825;301749;да;1;1;1;6
00087219;301748;да;0;1;1;6
00188690;301747;да;1;2;1;10
00188683;301746;нет;0;0;1;0
00188682;301745;да;2;3;1;8
00185305;301744;да;4;2;1;13
00185166;301743;да;3;0;1;11
00185165;301742;да;4;11;1;13
00176607;301741;да;1;3;1;10
00176606;301740;нет;0;0;1;0
11607692;301739;нет;0;0;1;0
00176605;301738;нет;0;0;1;0
00175684;301737;да;2;2;1;12
11607966;301736;да;0;1;1;4
00175683;301735;да;2;1;1;12
11607967;301734;нет;0;0;1;0
00175682;301733;да;1;0;1;12
11608127;301732;да;1;0;1;4
00175681;301731;да;2;1;1;12
11608131;301730;да;1;0;1;4
00175680;301729;да;4;3;1;11
00175679;301728;да;5;3;1;11
11608278;301727;да;0;1;1;4
00175678;301726;да;9;4;1;11
00175677;301725;да;15;5;1;11
00197544;301724;да;2;3;1;4
00153116;301723;да;2;1;1;8
00113948;301722;да;2;5;1;10
00001908;301721;да;0;1;1;5
00075782;301720;да;9;0;1;10
00004856;301719;нет;0;0;1;0
00200348;301718;да;5;3;1;5
00004859;301717;да;0;3;1;6
00005656;301716;нет;0;0;1;0
00195300;301715;да;0;1;1;4
00036378;301714;да;0;1;1;5
00066365;301713;да;0;6;1;4
00188414;301712;да;1;0;1;9
00066388;301711;да;0;2;1;4
00186571;301710;да;22;8;1;10
00066410;301709;да;0;2;1;6
00186570;301708;да;10;8;1;11
00066413;301707;да;0;2;1;4
00180713;301706;нет;0;0;1;0
00066429;301705;да;0;4;1;4
00180712;301704;да;0;1;1;5
00066430;301703;да;0;4;1;4
00066452;301702;да;0;1;1;4
00179677;301701;да;1;1;1;8
00066453;301700;да;0;2;1;4
00066455;301699;да;0;2;1;5
00179215;301698;да;1;0;1;4
00066457;301697;да;0;2;1;5
00179214;301696;да;1;1;1;4
00066459;301695;да;0;6;1;4
00066460;301694;да;0;1;1;4
00179208;301693;да;0;1;1;5
00066463;301692;да;0;2;1;4
00066464;301691;да;0;10;1;4
00166871;301690;да;1;4;1;10
00165998;301689;да;3;3;1;10
00160163;301688;да;0;5;1;8
00066496;301687;да;0;2;1;8
00111414;301686;да;0;6;1;24
00066498;301685;да;0;4;1;5
00199401;301684;да;5;7;1;6
00066513;301683;да;0;2;1;4
00066516;301682;да;0;7;1;6
00066518;301681;да;0;2;1;5
00066519;301680;да;0;4;1;5
11129229;301679;да;0;1;1;5
00184436;301678;нет;0;0;1;0
00159637;301677;да;0;4;1;5
00184435;301676;да;2;3;1;8
00187447;301675;да;7;52;1;11
11167110;301674;да;0;1;1;5
00179120;301673;да;10;44;1;11
00179116;301672;нет;0;0;1;0
11323539;301671;да;0;1;1;2
00177580;301670;да;52;27;1;8
11327715;301669;да;0;1;1;5
00177579;301668;да;46;28;1;8
11392988;301667;да;0;1;1;6
00195681;301666;да;42;47;1;3
11589548;301665;нет;0;0;1;0
00180936;301664;да;0;1;1;2
11589542;301663;да;6;20;1;11
11404604;301662;да;1;1;1;5
11589540;301661;да;13;21;1;9
11589537;301660;да;1;0;1;10
11589536;301659;нет;0;0;1;0
11452257;301658;да;3;3;1;4
11541946;301657;да;5;3;1;6
11541945;301656;да;3;0;1;7
00180157;301655;да;19;17;1;7
00142529;301654;да;1;1;1;11
00199051;301653;да;1;0;1;16
00161206;301652;да;18;22;1;17
00161205;301651;да;3;0;1;16
11595402;301650;да;0;2;1;6
11595429;301649;да;1;2;1;6
11595842;301648;да;1;0;1;6
11595852;301647;нет;0;0;1;0
11595867;301646;нет;0;0;1;0
00197547;301645;да;1;2;1;4
00128434;301644;да;2;2;1;10
00165909;301643;нет;0;0;1;0
00138901;301642;да;0;7;1;18
00170050;301641;нет;0;0;1;0
00138898;301640;нет;0;0;1;0
00138897;301639;нет;0;0;1;0
00002122;301638;да;0;1;1;5
00138895;301637;да;0;5;1;20
00187678;301636;нет;0;0;1;0
00187677;301635;нет;0;0;1;0
00013540;301634;да;0;1;1;6
00014330;301633;да;0;1;1;6
00141846;301632;нет;0;0;1;0
00016074;301631;да;0;1;1;5
00141845;301630;нет;0;0;1;0
00016976;301629;да;2;4;1;6
00189561;301628;да;1;5;1;7
00045802;301627;нет;0;0;1;0
00186100;301626;да;7;4;1;7
00045803;301625;нет;0;0;1;0
00045805;301624;нет;0;0;1;0
00181716;301623;нет;0;0;1;0
00045825;301622;нет;0;0;1;0
00181715;301621;да;1;0;1;5
00045826;301620;нет;0;0;1;0
00181704;301619;да;1;0;1;6
00045833;301618;нет;0;0;1;0
00181703;301617;да;14;8;1;6
00049546;301616;нет;0;0;1;0
00181702;301615;да;5;3;1;7
11538659;301614;да;0;1;1;8
00056407;301613;да;0;1;1;5
00175698;301612;да;2;2;1;9
00022191;301611;да;1;3;1;5
00175697;301610;да;4;3;1;9
00073545;301609;да;2;3;1;6
00199409;301608;да;0;1;1;5
00074910;301607;да;0;1;1;6
11627516;301606;да;0;1;1;5
00104154;301605;да;1;2;1;5
00198245;301604;нет;0;0;1;0
00107874;301603;да;4;7;1;9
00197927;301602;да;0;1;1;3
00113052;301601;да;0;1;1;6
00197926;301600;да;0;1;1;3
11023666;301599;да;0;1;1;5
00193228;301598;да;1;1;1;5
00193227;301597;да;1;1;1;6
00020349;301596;нет;0;0;1;0
00193225;301595;да;0;2;1;5
00020471;301594;нет;0;0;1;0
00193224;301593;да;1;2;1;5
11031980;301592;да;0;1;1;6
00190766;301591;да;0;1;1;5
11036743;301590;да;1;0;1;5
00188858;301589;да;1;1;1;5
11050806;301588;да;0;1;1;4
00178847;301587;да;0;1;1;4
00177589;301586;да;2;7;1;6
11070736;301585;нет;0;0;1;0
00177588;301584;да;3;5;1;6
11086767;301583;да;0;6;1;5
00174793;301582;да;1;0;1;5
00174243;301581;да;21;0;1;7
00156658;301580;да;0;1;1;7
00174242;301579;да;77;70;1;7
00156659;301578;да;1;1;1;7
00174241;301577;нет;0;0;1;0
00156669;301576;да;8;5;1;7
00174239;301575;да;4;2;1;7
00156670;301574;да;11;4;1;7
00174222;301573;да;1;1;1;12
00156734;301572;да;5;2;1;7
00174221;301571;да;2;1;1;12
00156735;301570;да;13;9;1;7
00174220;301569;да;0;1;1;12
00156877;301568;да;10;6;1;7
00174217;301567;да;1;0;1;9
00174216;301566;да;3;8;1;9
00156879;301565;да;4;0;1;7
00174215;301564;да;14;14;1;9
00156880;301563;да;5;0;1;7
00174211;301562;да;5;3;1;5
00156881;301561;да;0;2;1;7
00174209;301560;да;0;1;1;6
00156903;301559;да;8;4;1;7
00174208;301558;нет;0;0;1;0
00174206;301557;да;0;1;1;6
00173028;301556;да;1;2;1;5
00173027;301555;нет;0;0;1;0
00159100;301554;нет;0;0;1;0
00173025;301553;да;2;1;1;5
00173024;301552;нет;0;0;1;0
00159102;301551;да;1;2;1;7
00173023;301550;да;4;0;1;5
00171084;301549;да;6;0;1;7
00193226;301548;да;3;2;1;10
00159106;301547;да;6;1;1;7
00182030;301546;да;3;2;1;11
00159107;301545;нет;0;0;1;0
00173018;301544;да;1;0;1;11
00159111;301543;да;1;1;1;6
00173017;301542;да;2;0;1;11
00173014;301541;нет;0;0;1;0
00159216;301540;да;0;2;1;7
11257976;301539;нет;0;0;1;0
00199406;301538;нет;0;0;1;0
00199405;301537;нет;0;0;1;0
00159219;301536;нет;0;0;1;0
00177335;301535;нет;0;0;1;0
00159220;301534;да;4;2;1;7
00174247;301533;да;7;3;1;9
00159221;301532;да;3;5;1;7
00174246;301531;да;2;3;1;8
00159223;301530;да;0;1;1;7
00174245;301529;да;2;2;1;7
00159229;301528;да;0;2;1;7
00174235;301527;да;1;0;1;8
00159245;301526;да;8;14;1;6
00174234;301525;да;4;14;1;9
00159252;301524;да;0;8;1;7
00159253;301523;да;0;1;1;7
00174230;301522;да;9;0;1;9
00159262;301521;да;6;4;1;7
00174228;301520;да;2;0;1;8
00159281;301519;да;3;4;1;7
00174226;301518;да;17;13;1;8
00159319;301517;да;0;1;1;7
00173029;301516;да;2;2;1;8
00174196;301515;нет;0;0;1;0
00159339;301514;да;2;3;1;7
00174201;301513;да;0;1;1;13
11145847;301512;да;0;1;1;5
00199633;301511;нет;0;0;1;0
00199632;301510;нет;0;0;1;0
00161575;301509;нет;0;0;1;0
11614900;301508;нет;0;0;1;0
11162888;301507;да;0;2;1;5
11614898;301506;да;1;0;1;5
11614897;301505;да;8;2;1;4
00163328;301504;да;0;1;1;4
11614896;301503;да;1;5;1;5
00163678;301502;да;1;1;1;5
11614895;301501;нет;0;0;1;0
11614894;301500;да;2;13;1;8
00163684;301499;нет;0;0;1;0
11614893;301498;да;2;0;1;5
00190897;301497;нет;0;0;1;0
00164166;301496;да;3;3;1;7
00179862;301495;нет;0;0;1;0
00164176;301494;да;5;3;1;6
00179860;301493;нет;0;0;1;0
11241522;301492;да;0;1;1;2
00176396;301491;да;1;0;1;7
00175258;301490;да;5;9;1;5
11342716;301489;нет;0;0;1;0
00175257;301488;нет;0;0;1;0
11357140;301487;да;0;1;1;6
00175254;301486;нет;0;0;1;0
11364750;301485;да;1;3;1;5
00179545;301484;да;3;5;1;5
00175250;301483;нет;0;0;1;0
00179832;301482;да;5;3;1;6
00175243;301481;да;2;2;1;6
00179837;301480;да;1;1;1;6
00170036;301479;да;1;3;1;7
00165605;301478;да;4;7;1;6
00181274;301477;да;1;3;1;5
00165602;301476;да;0;2;1;6
11450031;301475;да;0;1;1;4
00165601;301474;да;6;0;1;6
11450036;301473;да;1;10;1;3
00165600;301472;да;2;2;1;7
11450041;301471;нет;0;0;1;0
00165581;301470;нет;0;0;1;0
11450045;301469;да;3;1;1;4
00193223;301468;да;1;1;1;9
11450048;301467;нет;0;0;1;0
00193222;301466;да;1;2;1;9
11450119;301465;да;0;1;1;4
00190002;301464;да;1;0;1;7
11450120;301463;да;0;1;1;6
11452040;301462;да;1;0;1;3
11452062;301461;да;0;2;1;3
00173030;301460;да;3;2;1;8
11452071;301459;да;0;1;1;4
00159940;301458;да;69;54;1;7
